source,cell_id,chemistry,nominal_Ah,T_degC,c_rate_charge,c_rate_discharge,cycle,soh_pct
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,0,89.9315
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,100,88.3802
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,150,85.4964
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,200,84.4122
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,300,82.579
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,400,81.1874
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,500,80.2195
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,600,79.1668
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,700,78.5739
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,800,76.5178
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,900,75.1379
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,1000,74.2422
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,1100,73.3245
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,1200,72.8055
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,1300,71.6068
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,1400,69.9536
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,1500,68.7557
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,1600,67.7315
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,1700,66.504
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,1800,64.9867
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,1900,63.7165
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,2000,63.0868
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,2100,62.1778
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,2200,61.5682
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,2300,60.8142
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,2400,59.8765
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,2500,59.1975
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,2600,58.4275
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,2700,57.5081
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,2800,56.7262
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,2900,55.986
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,3000,55.2937
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,3100,54.5975
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,3200,54.065
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,3300,53.5594
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,3400,53.2066
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,3500,52.7959
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,3600,52.0819
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,3700,51.4531
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,3800,51.0678
wheeler2025_A123_18650_LFP,Cell3b,Graphite/LFP,1.1,50.0,0.3333,0.3333,3900,50.3892
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,0,92.2469
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,100,89.7818
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,200,87.15
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,300,85.2067
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,400,83.8513
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,500,82.9604
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,600,81.8947
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,700,81.3936
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,800,79.8967
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,900,79.2239
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,1000,77.9759
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,1100,77.5841
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,1200,76.1194
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,1300,75.6995
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,1400,74.9199
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,1500,73.5673
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,1600,71.5531
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,1700,70.8427
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,1800,70.2683
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,1900,69.5765
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,2000,68.7774
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,2100,68.0474
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,2200,66.9353
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,2300,65.926
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,2400,64.5329
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,2500,63.3675
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,2600,62.1572
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,2700,61.662
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,2800,60.8295
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,2900,59.9449
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,3000,59.0821
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,3100,58.2775
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,3200,57.4763
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,3300,56.6916
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,3400,55.8848
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,3500,55.1799
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,3600,54.4123
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,3700,53.7204
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,3800,52.6266
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,3900,52.2646
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,4000,51.5274
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,4100,50.7627
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,4200,50.1881
wheeler2025_A123_18650_LFP,Cell4a,Graphite/LFP,1.1,50.0,2.0,0.3333,4300,49.1964
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,0,90.0362
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,100,87.4576
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,200,84.5694
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,300,82.5838
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,400,81.0491
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,500,80.1023
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,600,78.851
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,700,78.0747
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,800,76.3752
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,900,75.4214
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,1000,73.8773
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,1100,73.22
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,1200,71.2932
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,1300,70.7984
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,1400,69.2874
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,1500,67.0837
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,1600,64.6061
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,1700,63.5885
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,1800,63.1092
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,1900,61.6505
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,2000,60.6541
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,2100,59.3124
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,2200,58.1554
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,2300,57.0336
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,2400,55.6062
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,2500,54.4844
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,2600,53.4345
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,2700,52.5573
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,2800,51.6573
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,2900,50.8966
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,3000,49.9808
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,3100,49.1394
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,3200,48.2592
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,3300,47.3199
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,3400,46.7985
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,3500,46.0588
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,3600,45.5005
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,3700,44.9335
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,3800,44.2197
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,3900,43.716
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,4000,42.5643
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,4100,42.1347
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,4200,41.4092
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,4300,41.0185
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,4400,40.4359
wheeler2025_A123_18650_LFP,Cell4b,Graphite/LFP,1.1,50.0,2.0,0.3333,4500,39.8588
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,0,92.7818
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,100,90.2929
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,200,87.7434
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,300,85.7982
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,400,84.4555
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,500,83.5703
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,600,82.5415
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,700,82.0715
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,800,80.6412
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,900,79.9503
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,1000,78.6784
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,1100,78.3618
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,1200,76.7305
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,1300,76.2692
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,1400,75.4031
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,1500,73.8458
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,1600,71.5046
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,1700,70.6282
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,1800,69.8788
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,1900,68.9771
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,2000,67.9573
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,2100,66.9584
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,2200,65.6558
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,2300,64.3774
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,2400,62.5457
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,2500,61.1945
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,2600,59.7208
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,2700,59.0746
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,2800,58.0284
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,2900,56.9291
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,3000,55.9025
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,3100,54.9748
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,3200,54.0191
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,3300,53.0949
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,3400,52.1385
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,3500,51.2972
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,3600,50.4047
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,3700,49.6025
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,3800,48.3961
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,3900,48.0653
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,4000,47.1973
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,4100,46.5957
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,4200,45.7625
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,4300,45.3505
wheeler2025_A123_18650_LFP,Cell4c,Graphite/LFP,1.1,50.0,2.0,0.3333,4400,44.5411
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,0,91.1888
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,100,87.0942
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,200,84.9108
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,300,83.6617
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,400,82.2484
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,500,81.4608
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,600,79.8347
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,700,79.1039
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,800,77.7416
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,900,76.2596
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,1000,75.7063
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,1100,74.9238
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,1200,73.8049
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,1300,72.7945
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,1400,70.6469
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,1500,69.5895
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,1600,68.7446
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,1700,67.7359
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,1800,66.5667
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,1900,65.4647
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,2000,63.9214
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,2100,62.4966
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,2200,60.6413
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,2300,59.3416
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,2400,58.6306
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,2500,57.6565
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,2600,56.1846
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,2700,55.3198
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,2800,54.4406
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,2900,53.5774
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,3000,52.7269
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,3100,51.8916
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,3200,51.0337
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,3300,50.2904
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,3400,49.4887
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,3500,48.7568
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,3600,47.6333
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,3700,47.1777
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,3800,46.6038
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,3900,45.7805
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,4000,45.2703
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,4100,44.9758
wheeler2025_A123_18650_LFP,Cell5a,Graphite/LFP,1.1,50.0,2.0,0.3333,4200,44.1809
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,0,90.6798
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,100,87.969
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,200,86.1407
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,300,85.1704
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,400,83.8344
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,500,82.7258
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,600,81.7365
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,700,81.0745
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,800,79.5808
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,900,77.8646
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,1000,77.3795
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,1100,76.4803
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,1200,75.1689
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,1300,74.2526
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,1400,71.6789
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,1500,70.6321
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,1600,69.9075
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,1700,69.0186
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,1800,67.9925
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,1900,67.1356
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,2000,65.9087
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,2100,64.8426
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,2200,63.2586
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,2300,62.2286
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,2400,61.0936
wheeler2025_A123_18650_LFP,Cell5b,Graphite/LFP,1.1,50.0,2.0,0.3333,2500,60.6147
